Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_leisi,0.7392578125,0.4341878171491518,0.35530577927827894
huawei_huaxian,0.9357939254133026,0.5366898938024657,0.5753678275276042
Mean,0.8375258689566514,0.48543885547580873,0.4653368034029416
