Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_huaxian,0.9345098039215687,0.5321073990483108,0.5753678275795302
Mean,0.9345098039215687,0.5321073990483108,0.5753678275795302
