Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_huaxian,0.9329584775086504,0.6812912946023943,0.5762642232779503
Mean,0.9329584775086504,0.6812912946023943,0.5762642232779503
