Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_leisi,0.8622448979591837,0.5211179831820326,0.2814276661233526
huawei_huaxian,0.9075,0.7963296285874244,0.5528101207790295
Mean,0.8848724489795918,0.6587238058847285,0.417118893451191
