Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_leisi,0.6222222222222222,0.4148151448457454,0.25823333978017354
huawei_huaxian,0.9279999999999999,0.5334736230463755,0.6324871585425675
Mean,0.7751111111111111,0.4741443839460604,0.4453602491613705
