Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
huawei_leisi,0.5242346938775511,0.3277689944015862,0.28142937607311663
huawei_huaxian,0.6442307692307692,0.5120838723715955,0.5528099681877653
Mean,0.5842327315541601,0.41992643338659086,0.417119672130441
